"";BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R21XX.R.A.A._Z._Z.A;BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R21XX.R.A.A._Z._Z.A_FLAGS
"";Aus der Zinsstruktur abgeleitete Renditen für Bundeswertpapiere  mit jährl. Kuponzahlungen / RLZ 21 Jahre / Monatswerte;
Dezimalstellen;2;
Dimension;Eins;
Einheit;Prozent;
Einheit (englisch);percent;
Format der Zeitangabe;P1M;
Kategorie;GKZR;
Stand vom;02.01.2025 10:53:37 Uhr;
2000-01;5,94;
2000-02;5,80;
2000-03;5,55;
2000-04;5,62;
2000-05;5,45;
2000-06;5,47;
2000-07;5,43;
2000-08;5,44;
2000-09;5,52;
2000-10;5,52;
2000-11;5,40;
2000-12;5,30;
2001-01;5,29;
2001-02;5,23;
2001-03;5,26;
2001-04;5,49;
2001-05;5,67;
2001-06;5,58;
2001-07;5,43;
2001-08;5,37;
2001-09;5,45;
2001-10;5,07;
2001-11;5,09;
2001-12;5,34;
2002-01;5,26;
2002-02;5,31;
2002-03;5,56;
2002-04;5,48;
2002-05;5,48;
2002-06;5,29;
2002-07;5,23;
2002-08;4,99;
2002-09;4,88;
2002-10;5,11;
2002-11;5,05;
2002-12;4,82;
2003-01;4,65;
2003-02;4,68;
2003-03;4,77;
2003-04;4,82;
2003-05;4,45;
2003-06;4,64;
2003-07;4,80;
2003-08;4,79;
2003-09;4,75;
2003-10;4,94;
2003-11;4,97;
2003-12;4,86;
2004-01;4,89;
2004-02;4,73;
2004-03;4,67;
2004-04;4,86;
2004-05;4,90;
2004-06;4,88;
2004-07;4,80;
2004-08;4,65;
2004-09;4,57;
2004-10;4,46;
2004-11;4,34;
2004-12;4,24;
2005-01;4,00;
2005-02;4,12;
2005-03;4,13;
2005-04;3,92;
2005-05;3,78;
2005-06;3,64;
2005-07;3,64;
2005-08;3,58;
2005-09;3,61;
2005-10;3,79;
2005-11;3,78;
2005-12;3,59;
2006-01;3,75;
2006-02;3,75;
2006-03;3,99;
2006-04;4,22;
2006-05;4,22;
2006-06;4,33;
2006-07;4,19;
2006-08;4,04;
2006-09;3,86;
2006-10;3,91;
2006-11;3,87;
2006-12;4,07;
2007-01;4,22;
2007-02;4,10;
2007-03;4,23;
2007-04;4,38;
2007-05;4,54;
2007-06;4,70;
2007-07;4,52;
2007-08;4,54;
2007-09;4,61;
2007-10;4,48;
2007-11;4,50;
2007-12;4,67;
2008-01;4,47;
2008-02;4,48;
2008-03;4,54;
2008-04;4,65;
2008-05;4,83;
2008-06;4,91;
2008-07;4,78;
2008-08;4,58;
2008-09;4,59;
2008-10;4,41;
2008-11;3,90;
2008-12;3,73;
2009-01;4,06;
2009-02;4,01;
2009-03;4,03;
2009-04;4,12;
2009-05;4,44;
2009-06;4,28;
2009-07;4,14;
2009-08;4,00;
2009-09;3,98;
2009-10;4,10;
2009-11;3,98;
2009-12;4,14;
2010-01;3,98;
2010-02;3,91;
2010-03;3,85;
2010-04;3,72;
2010-05;3,37;
2010-06;3,31;
2010-07;3,40;
2010-08;2,71;
2010-09;2,93;
2010-10;3,13;
2010-11;3,27;
2010-12;3,56;
2011-01;3,69;
2011-02;3,69;
2011-03;3,88;
2011-04;3,81;
2011-05;3,62;
2011-06;3,75;
2011-07;3,42;
2011-08;3,06;
2011-09;2,74;
2011-10;2,98;
2011-11;3,10;
2011-12;2,55;
2012-01;2,67;
2012-02;2,61;
2012-03;2,64;
2012-04;2,54;
2012-05;2,00;
2012-06;2,44;
2012-07;2,22;
2012-08;2,18;
2012-09;2,29;
2012-10;2,35;
2012-11;2,28;
2012-12;2,15;
2013-01;2,37;
2013-02;2,34;
2013-03;2,21;
2013-04;2,10;
2013-05;2,35;
2013-06;2,49;
2013-07;2,52;
2013-08;2,67;
2013-09;2,63;
2013-10;2,61;
2013-11;2,66;
2013-12;2,81;
2014-01;2,52;
2014-02;2,49;
2014-03;2,47;
2014-04;2,41;
2014-05;2,28;
2014-06;2,19;
2014-07;2,05;
2014-08;1,75;
2014-09;1,86;
2014-10;1,63;
2014-11;1,47;
2014-12;1,29;
2015-01;0,88;
2015-02;0,95;
2015-03;0,58;
2015-04;0,78;
2015-05;1,11;
2015-06;1,57;
2015-07;1,34;
2015-08;1,38;
2015-09;1,29;
2015-10;1,18;
2015-11;1,26;
2015-12;1,45;
2016-01;1,03;
2016-02;0,77;
2016-03;0,78;
2016-04;0,88;
2016-05;0,79;
2016-06;0,33;
2016-07;0,30;
2016-08;0,33;
2016-09;0,31;
2016-10;0,69;
2016-11;0,80;
2016-12;0,82;
2017-01;1,09;
2017-02;0,87;
2017-03;0,98;
2017-04;0,99;
2017-05;1,02;
2017-06;1,09;
2017-07;1,22;
2017-08;1,00;
2017-09;1,11;
2017-10;1,10;
2017-11;1,05;
2017-12;1,08;
2018-01;1,18;
2018-02;1,21;
2018-03;1,04;
2018-04;1,10;
2018-05;0,97;
2018-06;0,91;
2018-07;0,96;
2018-08;0,89;
2018-09;0,96;
2018-10;0,91;
2018-11;0,87;
2018-12;0,75;
2019-01;0,65;
2019-02;0,67;
2019-03;0,46;
2019-04;0,57;
2019-05;0,33;
2019-06;0,16;
2019-07;0,05;
2019-08;-0,30;
2019-09;-0,19;
