"";BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R25XX.R.A.A._Z._Z.A;BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R25XX.R.A.A._Z._Z.A_FLAGS
"";Aus der Zinsstruktur abgeleitete Renditen für Bundeswertpapiere  mit jährl. Kuponzahlungen / RLZ 25 Jahre / Monatswerte;
Dezimalstellen;2;
Dimension;Eins;
Einheit;Prozent;
Einheit (englisch);percent;
Format der Zeitangabe;P1M;
Kategorie;GKZR;
Stand vom;02.01.2025 10:53:38 Uhr;
2000-01;6,02;
2000-02;5,87;
2000-03;5,62;
2000-04;5,65;
2000-05;5,47;
2000-06;5,50;
2000-07;5,45;
2000-08;5,47;
2000-09;5,60;
2000-10;5,59;
2000-11;5,46;
2000-12;5,39;
2001-01;5,38;
2001-02;5,34;
2001-03;5,35;
2001-04;5,57;
2001-05;5,74;
2001-06;5,64;
2001-07;5,49;
2001-08;5,45;
2001-09;5,54;
2001-10;5,17;
2001-11;5,16;
2001-12;5,38;
2002-01;5,30;
2002-02;5,36;
2002-03;5,61;
2002-04;5,54;
2002-05;5,52;
2002-06;5,33;
2002-07;5,28;
2002-08;5,06;
2002-09;4,95;
2002-10;5,18;
2002-11;5,12;
2002-12;4,89;
2003-01;4,72;
2003-02;4,76;
2003-03;4,87;
2003-04;4,91;
2003-05;4,55;
2003-06;4,74;
2003-07;4,90;
2003-08;4,87;
2003-09;4,84;
2003-10;5,02;
2003-11;5,04;
2003-12;4,93;
2004-01;4,96;
2004-02;4,82;
2004-03;4,76;
2004-04;4,94;
2004-05;4,98;
2004-06;4,95;
2004-07;4,88;
2004-08;4,74;
2004-09;4,65;
2004-10;4,55;
2004-11;4,41;
2004-12;4,33;
2005-01;4,06;
2005-02;4,17;
2005-03;4,17;
2005-04;3,99;
2005-05;3,85;
2005-06;3,71;
2005-07;3,71;
2005-08;3,63;
2005-09;3,67;
2005-10;3,84;
2005-11;3,84;
2005-12;3,65;
2006-01;3,79;
2006-02;3,78;
2006-03;4,01;
2006-04;4,25;
2006-05;4,26;
2006-06;4,36;
2006-07;4,22;
2006-08;4,07;
2006-09;3,88;
2006-10;3,92;
2006-11;3,89;
2006-12;4,08;
2007-01;4,24;
2007-02;4,12;
2007-03;4,26;
2007-04;4,40;
2007-05;4,56;
2007-06;4,72;
2007-07;4,53;
2007-08;4,58;
2007-09;4,65;
2007-10;4,52;
2007-11;4,56;
2007-12;4,69;
2008-01;4,54;
2008-02;4,55;
2008-03;4,62;
2008-04;4,71;
2008-05;4,88;
2008-06;4,94;
2008-07;4,79;
2008-08;4,59;
2008-09;4,65;
2008-10;4,41;
2008-11;3,87;
2008-12;3,73;
2009-01;4,04;
2009-02;3,99;
2009-03;4,05;
2009-04;4,11;
2009-05;4,47;
2009-06;4,32;
2009-07;4,17;
2009-08;4,06;
2009-09;4,03;
2009-10;4,13;
2009-11;4,02;
2009-12;4,17;
2010-01;4,00;
2010-02;3,93;
2010-03;3,87;
2010-04;3,74;
2010-05;3,40;
2010-06;3,33;
2010-07;3,42;
2010-08;2,71;
2010-09;2,94;
2010-10;3,11;
2010-11;3,24;
2010-12;3,52;
2011-01;3,67;
2011-02;3,67;
2011-03;3,87;
2011-04;3,82;
2011-05;3,63;
2011-06;3,79;
2011-07;3,44;
2011-08;3,13;
2011-09;2,77;
2011-10;2,99;
2011-11;3,08;
2011-12;2,51;
2012-01;2,64;
2012-02;2,58;
2012-03;2,61;
2012-04;2,52;
2012-05;1,97;
2012-06;2,43;
2012-07;2,25;
2012-08;2,19;
2012-09;2,31;
2012-10;2,37;
2012-11;2,31;
2012-12;2,17;
2013-01;2,40;
2013-02;2,36;
2013-03;2,24;
2013-04;2,14;
2013-05;2,38;
2013-06;2,51;
2013-07;2,53;
2013-08;2,68;
2013-09;2,64;
2013-10;2,65;
2013-11;2,68;
2013-12;2,82;
2014-01;2,53;
2014-02;2,52;
2014-03;2,50;
2014-04;2,45;
2014-05;2,32;
2014-06;2,24;
2014-07;2,10;
2014-08;1,81;
2014-09;1,93;
2014-10;1,74;
2014-11;1,59;
2014-12;1,40;
2015-01;0,97;
2015-02;1,02;
2015-03;0,64;
2015-04;0,85;
2015-05;1,15;
2015-06;1,61;
2015-07;1,40;
2015-08;1,42;
2015-09;1,35;
2015-10;1,24;
2015-11;1,32;
2015-12;1,51;
2016-01;1,09;
2016-02;0,83;
2016-03;0,85;
2016-04;0,98;
2016-05;0,88;
2016-06;0,41;
2016-07;0,37;
2016-08;0,41;
2016-09;0,39;
2016-10;0,78;
2016-11;0,85;
2016-12;0,91;
2017-01;1,18;
2017-02;0,98;
2017-03;1,08;
2017-04;1,09;
2017-05;1,12;
2017-06;1,18;
2017-07;1,31;
2017-08;1,10;
2017-09;1,21;
2017-10;1,19;
2017-11;1,13;
2017-12;1,18;
2018-01;1,25;
2018-02;1,27;
2018-03;1,11;
2018-04;1,18;
2018-05;1,05;
2018-06;1,00;
2018-07;1,03;
2018-08;0,97;
2018-09;1,04;
2018-10;1,00;
2018-11;0,96;
