"";BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R23XX.R.A.A._Z._Z.A;BBSIS.M.I.ZAR.ZI.EUR.S1311.B.A604.R23XX.R.A.A._Z._Z.A_FLAGS
"";Aus der Zinsstruktur abgeleitete Renditen für Bundeswertpapiere  mit jährl. Kuponzahlungen / RLZ 23 Jahre / Monatswerte;
Dezimalstellen;2;
Dimension;Eins;
Einheit;Prozent;
Einheit (englisch);percent;
Format der Zeitangabe;P1M;
Kategorie;GKZR;
Stand vom;02.01.2025 10:53:37 Uhr;
2000-01;5,98;
2000-02;5,83;
2000-03;5,58;
2000-04;5,63;
2000-05;5,46;
2000-06;5,49;
2000-07;5,44;
2000-08;5,46;
2000-09;5,56;
2000-10;5,56;
2000-11;5,44;
2000-12;5,35;
2001-01;5,34;
2001-02;5,29;
2001-03;5,31;
2001-04;5,53;
2001-05;5,71;
2001-06;5,61;
2001-07;5,46;
2001-08;5,41;
2001-09;5,50;
2001-10;5,12;
2001-11;5,13;
2001-12;5,36;
2002-01;5,28;
2002-02;5,33;
2002-03;5,58;
2002-04;5,51;
2002-05;5,50;
2002-06;5,31;
2002-07;5,26;
2002-08;5,03;
2002-09;4,92;
2002-10;5,15;
2002-11;5,09;
2002-12;4,86;
2003-01;4,69;
2003-02;4,72;
2003-03;4,83;
2003-04;4,87;
2003-05;4,50;
2003-06;4,70;
2003-07;4,85;
2003-08;4,83;
2003-09;4,80;
2003-10;4,98;
2003-11;5,01;
2003-12;4,89;
2004-01;4,93;
2004-02;4,78;
2004-03;4,72;
2004-04;4,91;
2004-05;4,95;
2004-06;4,92;
2004-07;4,84;
2004-08;4,70;
2004-09;4,61;
2004-10;4,51;
2004-11;4,38;
2004-12;4,29;
2005-01;4,03;
2005-02;4,15;
2005-03;4,15;
2005-04;3,96;
2005-05;3,82;
2005-06;3,68;
2005-07;3,68;
2005-08;3,61;
2005-09;3,64;
2005-10;3,82;
2005-11;3,81;
2005-12;3,62;
2006-01;3,77;
2006-02;3,76;
2006-03;4,00;
2006-04;4,24;
2006-05;4,24;
2006-06;4,34;
2006-07;4,21;
2006-08;4,05;
2006-09;3,87;
2006-10;3,92;
2006-11;3,88;
2006-12;4,08;
2007-01;4,23;
2007-02;4,11;
2007-03;4,25;
2007-04;4,39;
2007-05;4,55;
2007-06;4,71;
2007-07;4,53;
2007-08;4,56;
2007-09;4,63;
2007-10;4,50;
2007-11;4,53;
2007-12;4,69;
2008-01;4,51;
2008-02;4,52;
2008-03;4,59;
2008-04;4,68;
2008-05;4,86;
2008-06;4,93;
2008-07;4,79;
2008-08;4,59;
2008-09;4,62;
2008-10;4,42;
2008-11;3,89;
2008-12;3,74;
2009-01;4,06;
2009-02;4,01;
2009-03;4,05;
2009-04;4,12;
2009-05;4,46;
2009-06;4,31;
2009-07;4,16;
2009-08;4,04;
2009-09;4,01;
2009-10;4,12;
2009-11;4,00;
2009-12;4,16;
2010-01;3,99;
2010-02;3,93;
2010-03;3,86;
2010-04;3,74;
2010-05;3,39;
2010-06;3,32;
2010-07;3,42;
2010-08;2,71;
2010-09;2,94;
2010-10;3,13;
2010-11;3,26;
2010-12;3,55;
2011-01;3,68;
2011-02;3,68;
2011-03;3,88;
2011-04;3,82;
2011-05;3,63;
2011-06;3,78;
2011-07;3,44;
2011-08;3,10;
2011-09;2,76;
2011-10;2,99;
2011-11;3,10;
2011-12;2,54;
2012-01;2,66;
2012-02;2,60;
2012-03;2,63;
2012-04;2,54;
2012-05;1,99;
2012-06;2,44;
2012-07;2,25;
2012-08;2,19;
2012-09;2,31;
2012-10;2,37;
2012-11;2,30;
2012-12;2,17;
2013-01;2,39;
2013-02;2,36;
2013-03;2,23;
2013-04;2,13;
2013-05;2,38;
2013-06;2,51;
2013-07;2,54;
2013-08;2,68;
2013-09;2,64;
2013-10;2,64;
2013-11;2,68;
2013-12;2,82;
2014-01;2,54;
2014-02;2,51;
2014-03;2,49;
2014-04;2,44;
2014-05;2,31;
2014-06;2,22;
2014-07;2,09;
2014-08;1,79;
2014-09;1,91;
2014-10;1,69;
2014-11;1,54;
2014-12;1,35;
2015-01;0,93;
2015-02;0,99;
2015-03;0,61;
2015-04;0,82;
2015-05;1,13;
2015-06;1,60;
2015-07;1,37;
2015-08;1,41;
2015-09;1,33;
2015-10;1,22;
2015-11;1,30;
2015-12;1,49;
2016-01;1,07;
2016-02;0,81;
2016-03;0,82;
2016-04;0,94;
2016-05;0,84;
2016-06;0,37;
2016-07;0,34;
2016-08;0,38;
2016-09;0,35;
2016-10;0,74;
2016-11;0,83;
2016-12;0,87;
2017-01;1,14;
2017-02;0,93;
2017-03;1,04;
2017-04;1,05;
2017-05;1,08;
2017-06;1,14;
2017-07;1,27;
2017-08;1,05;
2017-09;1,17;
2017-10;1,15;
2017-11;1,09;
2017-12;1,13;
2018-01;1,22;
2018-02;1,24;
2018-03;1,08;
2018-04;1,14;
2018-05;1,01;
2018-06;0,96;
2018-07;1,00;
2018-08;0,93;
2018-09;1,01;
2018-10;0,96;
2018-11;0,92;
2018-12;0,80;
2019-01;0,69;
2019-02;0,71;
2019-03;0,51;
2019-04;0,62;
2019-05;0,38;
2019-06;0,20;
2019-07;0,10;
2019-08;-0,26;
2019-09;-0,15;
2019-10;0,02;
2019-11;0,05;
2019-12;0,24;
2020-01;0,01;
2020-02;-0,24;
2020-03;-0,09;
2020-04;-0,15;
2020-05;-0,04;
2020-06;-0,11;
2020-07;-0,21;
2020-08;0,02;
2020-09;-0,20;
2020-10;-0,29;
2020-11;-0,24;
2020-12;-0,22;
2021-01;-0,15;
2021-02;0,12;
2021-03;0,21;
2021-04;0,26;
2021-05;0,30;
2021-06;0,22;
2021-07;-0,04;
2021-08;-0,04;
2021-09;0,16;
2021-10;0,09;
2021-11;-0,12;
2021-12;0,06;
2022-01;0,16;
2022-02;0,37;
2022-03;0,67;
2022-04;0,93;
2022-05;1,31;
2022-06;1,69;
2022-07;1,17;
2022-08;1,66;
2022-09;2,14;
2022-10;2,24;
2022-11;1,87;
2022-12;2,51;
2023-01;2,29;
2023-02;2,63;
2023-03;2,41;
2023-04;2,44;
2023-05;2,44;
2023-06;2,45;
2023-07;2,61;
2023-08;2,63;
2023-09;3,01;
2023-10;3,03;
2023-11;2,67;
2023-12;2,28;
2024-01;2,45;
2024-02;2,65;
2024-03;2,48;
2024-04;2,70;
